id,slug,url,titulo,enunciado,temas,dificuldade,tema_principal,has_image
2535,difference-between-element-sum-and-digit-sum-of-an-array,https://leetcode.com/problems/difference-between-element-sum-and-digit-sum-of-an-array/,Difference Between Element Sum and Digit Sum of an Array,"You are given a positive integer array  nums . The  element sum  is the sum of all the elements in  nums . The  digit sum  is the sum of all the digits (not necessarily distinct) that appear in  nums . Return  the  absolute  difference between the  element sum  and  digit sum  of  nums . Note  that the absolute difference between two integers  x  and  y  is defined as  |x - y| .   Example 1: Input:  nums = [1,15,6,3] Output:  9 Explanation:   The element sum of nums is 1 + 15 + 6 + 3 = 25. The digit sum of nums is 1 + 1 + 5 + 6 + 3 = 16. The absolute difference between the element sum and digit sum is |25 - 16| = 9. Example 2: Input:  nums = [1,2,3,4] Output:  0 Explanation: The element sum of nums is 1 + 2 + 3 + 4 = 10. The digit sum of nums is 1 + 2 + 3 + 4 = 10. The absolute difference between the element sum and digit sum is |10 - 10| = 0.   Constraints: 1 <= nums.length <= 2000 1 <= nums[i] <= 2000","['Array', 'Math']",Fácil,Array,False
2540,minimum-common-value,https://leetcode.com/problems/minimum-common-value/,Minimum Common Value,"Given two integer arrays  nums1  and  nums2 , sorted in non-decreasing order, return  the  minimum integer common  to both arrays . If there is no common integer amongst  nums1  and  nums2 , return  -1 . Note that an integer is said to be  common  to  nums1  and  nums2  if both arrays have  at least one  occurrence of that integer.   Example 1: Input:  nums1 = [1,2,3], nums2 = [2,4] Output:  2 Explanation:  The smallest element common to both arrays is 2, so we return 2. Example 2: Input:  nums1 = [1,2,3,6], nums2 = [2,3,4,5] Output:  2 Explanation:  There are two common elements in the array 2 and 3 out of which 2 is the smallest, so 2 is returned.   Constraints: 1 <= nums1.length, nums2.length <= 10 5 1 <= nums1[i], nums2[j] <= 10 9 Both  nums1  and  nums2  are sorted in  non-decreasing  order.","['Array', 'Hash Table', 'Two Pointers', 'Binary Search']",Fácil,Array,False
2553,separate-the-digits-in-an-array,https://leetcode.com/problems/separate-the-digits-in-an-array/,Separate the Digits in an Array,"Given an array of positive integers  nums , return  an array  answer  that consists of the digits of each integer in  nums  after separating them in  the same order  they appear in  nums . To separate the digits of an integer is to get all the digits it has in the same order. For example, for the integer  10921 , the separation of its digits is  [1,0,9,2,1] .   Example 1: Input:  nums = [13,25,83,77] Output:  [1,3,2,5,8,3,7,7] Explanation:   - The separation of 13 is [1,3]. - The separation of 25 is [2,5]. - The separation of 83 is [8,3]. - The separation of 77 is [7,7]. answer = [1,3,2,5,8,3,7,7]. Note that answer contains the separations in the same order. Example 2: Input:  nums = [7,1,3,9] Output:  [7,1,3,9] Explanation:  The separation of each integer in nums is itself. answer = [7,1,3,9].   Constraints: 1 <= nums.length <= 1000 1 <= nums[i] <= 10 5","['Array', 'Simulation']",Fácil,Array,False
2900,longest-unequal-adjacent-groups-subsequence-i,https://leetcode.com/problems/longest-unequal-adjacent-groups-subsequence-i/,Longest Unequal Adjacent Groups Subsequence I,"You are given a string array  words  and a  binary  array  groups  both of length  n . A  subsequence  of  words  is  alternating  if for any two  consecutive  strings in the sequence, their corresponding elements at the  same  indices in  groups  are  different  (that is, there  cannot  be consecutive 0 or 1). Your task is to select the  longest alternating  subsequence from  words . Return  the selected subsequence. If there are multiple answers, return  any  of them. Note:  The elements in  words  are distinct.   Example 1: Input:   words = [""e"",""a"",""b""], groups = [0,0,1] Output:   [""e"",""b""] Explanation:  A subsequence that can be selected is  [""e"",""b""]  because  groups[0] != groups[2] . Another subsequence that can be selected is  [""a"",""b""]  because  groups[1] != groups[2] . It can be demonstrated that the length of the longest subsequence of indices that satisfies the condition is  2 . Example 2: Input:   words = [""a"",""b"",""c"",""d""], groups = [1,0,1,1] Output:   [""a"",""b"",""c""] Explanation:  A subsequence that can be selected is  [""a"",""b"",""c""]  because  groups[0] != groups[1]  and  groups[1] != groups[2] . Another subsequence that can be selected is  [""a"",""b"",""d""]  because  groups[0] != groups[1]  and  groups[1] != groups[3] . It can be shown that the length of the longest subsequence of indices that satisfies the condition is  3 .   Constraints: 1 <= n == words.length == groups.length <= 100 1 <= words[i].length <= 10 groups[i]  is either  0  or  1. words  consists of  distinct  strings. words[i]  consists of lowercase English letters.","['Array', 'String', 'Dynamic Programming', 'Greedy']",Fácil,Array,False
368,largest-divisible-subset,https://leetcode.com/problems/largest-divisible-subset/,Largest Divisible Subset,"Given a set of  distinct  positive integers  nums , return the largest subset  answer  such that every pair  (answer[i], answer[j])  of elements in this subset satisfies: answer[i] % answer[j] == 0 , or answer[j] % answer[i] == 0 If there are multiple solutions, return any of them.   Example 1: Input:  nums = [1,2,3] Output:  [1,2] Explanation:  [1,3] is also accepted. Example 2: Input:  nums = [1,2,4,8] Output:  [1,2,4,8]   Constraints: 1 <= nums.length <= 1000 1 <= nums[i] <= 2 * 10 9 All the integers in  nums  are  unique .","['Array', 'Math', 'Dynamic Programming', 'Sorting']",Média,Array,False
416,partition-equal-subset-sum,https://leetcode.com/problems/partition-equal-subset-sum/,Partition Equal Subset Sum,"Given an integer array  nums , return  true   if you can partition the array into two subsets such that the sum of the elements in both subsets is equal or  false  otherwise .   Example 1: Input:  nums = [1,5,11,5] Output:  true Explanation:  The array can be partitioned as [1, 5, 5] and [11]. Example 2: Input:  nums = [1,2,3,5] Output:  false Explanation:  The array cannot be partitioned into equal sum subsets.   Constraints: 1 <= nums.length <= 200 1 <= nums[i] <= 100","['Array', 'Dynamic Programming']",Média,Array,False
421,maximum-xor-of-two-numbers-in-an-array,https://leetcode.com/problems/maximum-xor-of-two-numbers-in-an-array/,Maximum XOR of Two Numbers in an Array,"Given an integer array  nums , return  the maximum result of  nums[i] XOR nums[j] , where  0 <= i <= j < n .   Example 1: Input:  nums = [3,10,5,25,2,8] Output:  28 Explanation:  The maximum result is 5 XOR 25 = 28. Example 2: Input:  nums = [14,70,53,83,49,91,36,80,92,51,66,70] Output:  127   Constraints: 1 <= nums.length <= 2 * 10 5 0 <= nums[i] <= 2 31  - 1","['Array', 'Hash Table', 'Bit Manipulation', 'Trie']",Média,Array,False
442,find-all-duplicates-in-an-array,https://leetcode.com/problems/find-all-duplicates-in-an-array/,Find All Duplicates in an Array,"Given an integer array  nums  of length  n  where all the integers of  nums  are in the range  [1, n]  and each integer appears  at most   twice , return  an array of all the integers that appears  twice . You must write an algorithm that runs in  O(n)  time and uses only  constant  auxiliary space, excluding the space needed to store the output   Example 1: Input:  nums = [4,3,2,7,8,2,3,1] Output:  [2,3] Example 2: Input:  nums = [1,1,2] Output:  [1] Example 3: Input:  nums = [1] Output:  []   Constraints: n == nums.length 1 <= n <= 10 5 1 <= nums[i] <= n Each element in  nums  appears  once  or  twice .","['Array', 'Hash Table']",Média,Array,False
523,continuous-subarray-sum,https://leetcode.com/problems/continuous-subarray-sum/,Continuous Subarray Sum,"Given an integer array nums and an integer k, return  true   if  nums  has a  good subarray  or  false  otherwise . A  good subarray  is a subarray where: its length is  at least two , and the sum of the elements of the subarray is a multiple of  k . Note  that: A  subarray  is a contiguous part of the array. An integer  x  is a multiple of  k  if there exists an integer  n  such that  x = n * k .  0  is  always  a multiple of  k .   Example 1: Input:  nums = [23, 2,4 ,6,7], k = 6 Output:  true Explanation:  [2, 4] is a continuous subarray of size 2 whose elements sum up to 6. Example 2: Input:  nums = [ 23,2,6,4,7 ], k = 6 Output:  true Explanation:  [23, 2, 6, 4, 7] is an continuous subarray of size 5 whose elements sum up to 42. 42 is a multiple of 6 because 42 = 7 * 6 and 7 is an integer. Example 3: Input:  nums = [23,2,6,4,7], k = 13 Output:  false   Constraints: 1 <= nums.length <= 10 5 0 <= nums[i] <= 10 9 0 <= sum(nums[i]) <= 2 31  - 1 1 <= k <= 2 31  - 1","['Array', 'Hash Table', 'Math', 'Prefix Sum']",Média,Array,False
648,replace-words,https://leetcode.com/problems/replace-words/,Replace Words,"In English, we have a concept called  root , which can be followed by some other word to form another longer word - let's call this word  derivative . For example, when the  root   ""help""  is followed by the word  ""ful"" , we can form a derivative  ""helpful"" . Given a  dictionary  consisting of many  roots  and a  sentence  consisting of words separated by spaces, replace all the derivatives in the sentence with the  root  forming it. If a derivative can be replaced by more than one  root , replace it with the  root  that has  the shortest length . Return  the  sentence  after the replacement.   Example 1: Input:  dictionary = [""cat"",""bat"",""rat""], sentence = ""the cattle was rattled by the battery"" Output:  ""the cat was rat by the bat"" Example 2: Input:  dictionary = [""a"",""b"",""c""], sentence = ""aadsfasf absbs bbab cadsfafs"" Output:  ""a a b c""   Constraints: 1 <= dictionary.length <= 1000 1 <= dictionary[i].length <= 100 dictionary[i]  consists of only lower-case letters. 1 <= sentence.length <= 10 6 sentence  consists of only lower-case letters and spaces. The number of words in  sentence  is in the range  [1, 1000] The length of each word in  sentence  is in the range  [1, 1000] Every two consecutive words in  sentence  will be separated by exactly one space. sentence  does not have leading or trailing spaces.","['Array', 'Hash Table', 'String', 'Trie']",Média,Array,False
665,non-decreasing-array,https://leetcode.com/problems/non-decreasing-array/,Non-decreasing Array,"Given an array  nums  with  n  integers, your task is to check if it could become non-decreasing by modifying  at most one element . We define an array is non-decreasing if  nums[i] <= nums[i + 1]  holds for every  i  ( 0-based ) such that ( 0 <= i <= n - 2 ).   Example 1: Input:  nums = [4,2,3] Output:  true Explanation:  You could modify the first 4 to 1 to get a non-decreasing array. Example 2: Input:  nums = [4,2,1] Output:  false Explanation:  You cannot get a non-decreasing array by modifying at most one element.   Constraints: n == nums.length 1 <= n <= 10 4 -10 5  <= nums[i] <= 10 5",['Array'],Média,Array,False
667,beautiful-arrangement-ii,https://leetcode.com/problems/beautiful-arrangement-ii/,Beautiful Arrangement II,"Given two integers  n  and  k , construct a list  answer  that contains  n  different positive integers ranging from  1  to  n  and obeys the following requirement: Suppose this list is  answer = [a 1 , a 2 , a 3 , ... , a n ] , then the list  [|a 1  - a 2 |, |a 2  - a 3 |, |a 3  - a 4 |, ... , |a n-1  - a n |]  has exactly  k  distinct integers. Return  the list   answer . If there multiple valid answers, return  any of them .   Example 1: Input:  n = 3, k = 1 Output:  [1,2,3] Explanation: The [1,2,3] has three different positive integers ranging from 1 to 3, and the [1,1] has exactly 1 distinct integer: 1 Example 2: Input:  n = 3, k = 2 Output:  [1,3,2] Explanation: The [1,3,2] has three different positive integers ranging from 1 to 3, and the [2,1] has exactly 2 distinct integers: 1 and 2.   Constraints: 1 <= k < n <= 10 4","['Array', 'Math']",Média,Array,False
673,number-of-longest-increasing-subsequence,https://leetcode.com/problems/number-of-longest-increasing-subsequence/,Number of Longest Increasing Subsequence,"Given an integer array  nums , return  the number of longest increasing subsequences. Notice  that the sequence has to be  strictly  increasing.   Example 1: Input:  nums = [1,3,5,4,7] Output:  2 Explanation:  The two longest increasing subsequences are [1, 3, 4, 7] and [1, 3, 5, 7]. Example 2: Input:  nums = [2,2,2,2,2] Output:  5 Explanation:  The length of the longest increasing subsequence is 1, and there are 5 increasing subsequences of length 1, so output 5.   Constraints: 1 <= nums.length <= 2000 -10 6  <= nums[i] <= 10 6 The answer is guaranteed to fit inside a 32-bit integer.","['Array', 'Dynamic Programming', 'Binary Indexed Tree', 'Segment Tree']",Média,Array,False
875,koko-eating-bananas,https://leetcode.com/problems/koko-eating-bananas/,Koko Eating Bananas,"Koko loves to eat bananas. There are  n  piles of bananas, the  i th  pile has  piles[i]  bananas. The guards have gone and will come back in  h  hours. Koko can decide her bananas-per-hour eating speed of  k . Each hour, she chooses some pile of bananas and eats  k  bananas from that pile. If the pile has less than  k  bananas, she eats all of them instead and will not eat any more bananas during this hour. Koko likes to eat slowly but still wants to finish eating all the bananas before the guards return. Return  the minimum integer   k   such that she can eat all the bananas within   h   hours .   Example 1: Input:  piles = [3,6,7,11], h = 8 Output:  4 Example 2: Input:  piles = [30,11,23,4,20], h = 5 Output:  30 Example 3: Input:  piles = [30,11,23,4,20], h = 6 Output:  23   Constraints: 1 <= piles.length <= 10 4 piles.length <= h <= 10 9 1 <= piles[i] <= 10 9","['Array', 'Binary Search']",Média,Array,False
990,satisfiability-of-equality-equations,https://leetcode.com/problems/satisfiability-of-equality-equations/,Satisfiability of Equality Equations,"You are given an array of strings  equations  that represent relationships between variables where each string  equations[i]  is of length  4  and takes one of two different forms:  ""x i ==y i ""  or  ""x i !=y i "" .Here,  x i  and  y i  are lowercase letters (not necessarily different) that represent one-letter variable names. Return  true  if it is possible to assign integers to variable names so as to satisfy all the given equations, or  false  otherwise .   Example 1: Input:  equations = [""a==b"",""b!=a""] Output:  false Explanation:  If we assign say, a = 1 and b = 1, then the first equation is satisfied, but not the second. There is no way to assign the variables to satisfy both equations. Example 2: Input:  equations = [""b==a"",""a==b""] Output:  true Explanation:  We could assign a = 1 and b = 1 to satisfy both equations.   Constraints: 1 <= equations.length <= 500 equations[i].length == 4 equations[i][0]  is a lowercase letter. equations[i][1]  is either  '='  or  '!' . equations[i][2]  is  '=' . equations[i][3]  is a lowercase letter.","['Array', 'String', 'Union Find', 'Graph']",Média,Array,False
